target,ids,date,flag,user,text
Positive,1551940789,Sat Apr 18 10:22:11 PDT 2009,NO_QUERY,BrianGreene,"@Mark_Coughlan thanks. the on going content is all down to the SP, and the per live content was also SP added. the YT playlist is mine "
Negative,1677285431,Sat May 02 01:18:30 PDT 2009,NO_QUERY,randawahbe,MY WORST NIGHTMARE: Nas and Kelis broke up. 
Positive,1556509229,Sat Apr 18 23:07:08 PDT 2009,NO_QUERY,Gheylee,@RiskyBusinessMB Puerto Rico soon? we MISS and LOVE you. 
Negative,1564666733,Mon Apr 20 04:28:44 PDT 2009,NO_QUERY,Dwightjelee,Is it already weekend...? 
Negative,1676863213,Fri May 01 23:29:31 PDT 2009,NO_QUERY,amandacline76,I should probablly stop tweeting now and get back to work 
Positive,1468612253,Tue Apr 07 02:43:42 PDT 2009,NO_QUERY,sahana7,@RobPattinson_  hey i think your really amazing..especially in twilight..keep the good work up!! 
Negative,1573069911,Mon Apr 20 23:36:02 PDT 2009,NO_QUERY,TwilightLuVr87,Not feelin 2 good  Jus finished watchin for the love of ray j it was very unexpected hope he is happy tho
Positive,1564332819,Mon Apr 20 02:58:24 PDT 2009,NO_QUERY,ilikeucozmos,because it's a pleasure... as always  - http://ilikeucoz.com/m/1024 #youregreat
Negative,1564707781,Mon Apr 20 04:38:01 PDT 2009,NO_QUERY,pseud0random,@chavie101 I also want to see this video 
Negative,1573840352,Tue Apr 21 03:06:14 PDT 2009,NO_QUERY,munchkin142,@seanonolennon Steve buscemi? Too bad I'm not in new York 
Negative,1557060314,Sun Apr 19 01:47:31 PDT 2009,NO_QUERY,rxeq,Stuck in the worlds slowest check in. Gotta love the airport 
Positive,1558853669,Sun Apr 19 09:35:04 PDT 2009,NO_QUERY,rcrums,"@mrlouiejordan awh, thats cute  that's cool. its so sunny"
Positive,1467883350,Mon Apr 06 22:38:51 PDT 2009,NO_QUERY,dtinth,If you are at #Paragon please vote my work!  LOL
Negative,1573581060,Tue Apr 21 01:51:16 PDT 2009,NO_QUERY,jturbeville,I have just completed 1/2 of my OQ testing. It's funny when some of your cohorts are also online at 1am. None of us have lives obviously 
Negative,1556799846,Sun Apr 19 00:24:19 PDT 2009,NO_QUERY,Tam_Tam89,is going to bed now! goodnight! xo p.s. still freeeeeezing 
Negative,1563657239,Sun Apr 19 23:42:04 PDT 2009,NO_QUERY,eccoitaly,Good morning world!! 8.42 am here and it's always raining 
Positive,1467936568,Mon Apr 06 22:53:40 PDT 2009,NO_QUERY,Ravenged,Wooohhooo the beach was awsome  .. haha i luve ..it The water was soooo cold .. went to seattle to Aqui bech or somethin like that =P
Negative,1676554769,Fri May 01 22:24:07 PDT 2009,NO_QUERY,amcrespo21,HeartBroken... I'm sad that he takes advantage of the way I feel about him 
Positive,1555903604,Sat Apr 18 21:01:57 PDT 2009,NO_QUERY,patttyjonas,shamu can talk 
Positive,1557681832,Sun Apr 19 05:29:19 PDT 2009,NO_QUERY,purplefoodie,@Eat_Real you call him an eating machine! hehehe I will be delighted to have you over 
Positive,1556829575,Sun Apr 19 00:33:08 PDT 2009,NO_QUERY,TheBetterSexDoc,@BlokesLib Hey you 
Positive,1564604196,Mon Apr 20 04:13:58 PDT 2009,NO_QUERY,LeviFig,"@atebits btw, if, by any chance, I have a bug report/feature request do you have somewhere I should go to for that or just mail you? "
Positive,1558736029,Sun Apr 19 09:15:17 PDT 2009,NO_QUERY,aestasbeyond,@cleolinda I've had a terrible terrible week. Can I look forward to a new Secret Life entry soon? 
Negative,1676901984,Fri May 01 23:38:34 PDT 2009,NO_QUERY,glamourdolleyes,@starfish1211 sweeeet.. why havent you entered my contest 
Positive,1551714622,Sat Apr 18 09:47:06 PDT 2009,NO_QUERY,ijk,@otn1 Agreed.  Sometimes really vapid movie can go a long way 
Positive,1562363417,Sun Apr 19 19:48:26 PDT 2009,NO_QUERY,martinsandoval,@mileycyrus http://twitpic.com/384nw - i love i love i love u SO MUCH! ? u r perfect women 
Negative,1469748644,Tue Apr 07 07:18:15 PDT 2009,NO_QUERY,aussie_ali,@michaelgrainger lol. poor thing. I'm ok. On the phone at the mo. My best friends mum is in hospital  Just found out. She's stable now
Negative,1677905374,Sat May 02 04:36:11 PDT 2009,NO_QUERY,jjoshsundyy,Man I wanted to see The Grates sooooo bad!! 
Positive,1548783366,Fri Apr 17 21:57:41 PDT 2009,NO_QUERY,scarls17,@Mandyjdunn its season 4. Forget episode but lane is on a stage. @jonray the sookie stackhouse books  easy and fun!
Positive,1467880160,Mon Apr 06 22:38:02 PDT 2009,NO_QUERY,prettybabyxxiii,just  created this account...looking around 
Positive,1558590675,Sun Apr 19 08:50:11 PDT 2009,NO_QUERY,Eriyanna,@Arkaen First three bosses. About as far as any logical ulduar pug can get. 
Negative,1558158486,Sun Apr 19 07:28:07 PDT 2009,NO_QUERY,rossmills,GAH My card got declined at the shops.  SILLY CARD!   Luckily I had ï¿½5 on my other card.  I now have the ability to make Beans on Toast!
Positive,1556403803,Sat Apr 18 22:42:21 PDT 2009,NO_QUERY,snoopyjc,@TradingGoddess You've got cash! 
Negative,1558186822,Sun Apr 19 07:33:54 PDT 2009,NO_QUERY,jonb18,is sad that it is raining... no softball for me today!! 
Negative,1469216327,Tue Apr 07 05:38:30 PDT 2009,NO_QUERY,CariJo51,@itslacey hey girlie. sorry you're having so much troubles with getting home!!!    have a safe trip!!!
Negative,1562354892,Sun Apr 19 19:47:10 PDT 2009,NO_QUERY,zachh8526,bummed about going back to school tomorrow 
Positive,1563640882,Sun Apr 19 23:38:05 PDT 2009,NO_QUERY,stereojammy,@cudatheman i know what ya mean but at least they have that person there for them.  good for you. &lt;3
Negative,1565526392,Mon Apr 20 06:58:02 PDT 2009,NO_QUERY,happybando,"trying out Tweetie for mac. pretty sweet, but an unwanted distraction. probably won't use it all that much. "
Positive,1564450802,Mon Apr 20 03:33:05 PDT 2009,NO_QUERY,jamesrwhite,is enjoying his monday morning off from school  
Positive,1558190976,Sun Apr 19 07:34:44 PDT 2009,NO_QUERY,aiaxr,LOVE Edinburgh - could live here I think. 
Positive,1553209347,Sat Apr 18 13:39:34 PDT 2009,NO_QUERY,MangalaSrinivas,is going to check out the tulips 
Positive,1554046394,Sat Apr 18 15:55:21 PDT 2009,NO_QUERY,TokyoTowerWAWL,Had a great meeting! Decided on our new club name too. It's Boogie BAM Anime Jam. Let that sink in   http://twitpic.com/3k2yn
Positive,1551459528,Sat Apr 18 09:06:50 PDT 2009,NO_QUERY,johnparrisphoto,@conepa Sounds like heaven!   Hope you enjoy.
Positive,1467971937,Mon Apr 06 23:03:33 PDT 2009,NO_QUERY,nikkigirrl,"@ThePartyScene  &quot;you dream in black and white, i dream in vivid lights.&quot;"
Negative,1558363857,Sun Apr 19 08:08:34 PDT 2009,NO_QUERY,hinr_jonny,"not doing anything, im so bored ... "
Positive,1564779428,Mon Apr 20 04:53:52 PDT 2009,NO_QUERY,mlabs,Developing flash games was just promoted on one of bigger news portals of my country. FGL was also mentioned 
Positive,1564123368,Mon Apr 20 01:53:39 PDT 2009,NO_QUERY,jake299,@Gatchy Ewwwwww.....and yes you should have....You can sort out your PC on your own now! 
Negative,1677260367,Sat May 02 01:11:07 PDT 2009,NO_QUERY,KellyPepper,Feeling a bit poorly today! Going down with a cold i think 
Positive,1556491516,Sat Apr 18 23:02:44 PDT 2009,NO_QUERY,taraw07,"@kboudit LMAO...ok then sorry!!  So what kind of Bikers does this fool hang with, considering they are conservatives? haha! But Whatever.."
Positive,1467986416,Mon Apr 06 23:07:45 PDT 2009,NO_QUERY,doronbd,"@arielbh Hope I'm not too late.. anywat, Good luck "
Positive,1559613538,Sun Apr 19 11:36:00 PDT 2009,NO_QUERY,PJ_Tweets,@twitzap - thank you again for the favorites button!  I figued I should thank you as often as I complanied 
Negative,1564204454,Mon Apr 20 02:18:42 PDT 2009,NO_QUERY,kiah11,but not finding him 
Negative,1676428561,Fri May 01 22:01:04 PDT 2009,NO_QUERY,ZeenaBoBeena,I hate TEDs. 
Positive,1565165013,Mon Apr 20 06:04:21 PDT 2009,NO_QUERY,Sarah_95,I'm gunna go 2 bed yup its been a long day &amp; I'm tired so Night Y'all Night Twitters 
Negative,1677373983,Sat May 02 01:44:56 PDT 2009,NO_QUERY,JohnnyP13,Still majorly pissed about the Blues loss  so closeeee. But good to see the Dockers get up today. great game.
Positive,1469504404,Tue Apr 07 06:34:59 PDT 2009,NO_QUERY,zimkarim,I think the girls had fun  changing my outlook on guys...from now on I will treat you like you have feelings and not like dogs....haha lol
Positive,1548348732,Fri Apr 17 20:42:28 PDT 2009,NO_QUERY,ninanina9848,@Eminem you can hide here with me 
Positive,1468223172,Tue Apr 07 00:23:25 PDT 2009,NO_QUERY,jodieizacobraa,goood morning world. I wonder what sort of adventure you have in store for me today? 
Negative,1573905682,Tue Apr 21 03:24:47 PDT 2009,NO_QUERY,codemangler,lotus notes sucks! just spent an hour scheduling/rescheduling a meeting.. 
Negative,1573270112,Tue Apr 21 00:25:15 PDT 2009,NO_QUERY,parabola,"Making garlic scalloped potatoes, too bad I don't have any decent meat to go with it. Sausages again "
Positive,1556591149,Sat Apr 18 23:28:06 PDT 2009,NO_QUERY,berrycute,"@williammm Lol, I know! I always think about it when we go to the Vagina Monoglues and I see the chocolates! "
Positive,1469199285,Tue Apr 07 05:34:47 PDT 2009,NO_QUERY,DSDJ44,Is going to be a good day 
Negative,1556767811,Sun Apr 19 00:15:06 PDT 2009,NO_QUERY,ek20385,trying to find the driver for my interface so it works on my laptop but my brother isn't online to ask him which version of osx I have 
Negative,1556596462,Sat Apr 18 23:29:29 PDT 2009,NO_QUERY,JJRogue,Oprah needs to go! She is Johnny come lately and here for shallow hipness.. Plus the flood of commercial interest that followed her here. 
Negative,1564523272,Mon Apr 20 03:53:27 PDT 2009,NO_QUERY,LoraUnicorn,@Wavness SAVE ME GAVIN! ALISHA IS FLOODING MSN WITH *BLUSHING AND OMGGGGGGGGG!       s.o.s 
Positive,1468207855,Tue Apr 07 00:18:09 PDT 2009,NO_QUERY,vibzfabz,@MissGC : Hahaha. Unfortunately not. My lesbian crush is ... Leighton Meester! XD You? 
Positive,1564781711,Mon Apr 20 04:54:21 PDT 2009,NO_QUERY,littlehouse13,"Morning Twitterland! In the words of Danny Wood, I just twatted you! LOL! Is it too early in the day to use that word? "
Negative,1564251336,Mon Apr 20 02:33:13 PDT 2009,NO_QUERY,natashasaurus,How i met your mother is on! I got kicked off the computer though 
Negative,1564084096,Mon Apr 20 01:41:25 PDT 2009,NO_QUERY,katiescarlett87,I have hiccups 
Positive,1548585165,Fri Apr 17 21:22:12 PDT 2009,NO_QUERY,ponixpresso,@kottmomma Long Island Iced Tea 
Positive,1556590518,Sat Apr 18 23:27:55 PDT 2009,NO_QUERY,jjjaz,"Omg, we got austar in our villa! Can u say SWEET DUDE! gossipgirl sheayehh "
Positive,1559483741,Sun Apr 19 11:15:38 PDT 2009,NO_QUERY,nicolewilson,@green_i_girl i don't...but i'll listen soon!  
Negative,1548548797,Fri Apr 17 21:15:46 PDT 2009,NO_QUERY,MissxMarisa,"@Strabismus I assume you live in the Midwest? I watch Jimmy every night, I miss Conan "
Negative,1550724295,Sat Apr 18 07:04:10 PDT 2009,NO_QUERY,alasdairrr,@JemiJemi What footwear is responsible? Converse All Stars shred my poor feet 
Negative,1565754286,Mon Apr 20 07:28:53 PDT 2009,NO_QUERY,willel,@psynister @brajana I'm sorry to say that I can no longer function without QH 
Negative,1558815181,Sun Apr 19 09:28:45 PDT 2009,NO_QUERY,MikeQuimbyMusic,still struggling for internet. sucks beyond words. sorry im only on occasionally. its gunna be about 4 weeks more tho   peace xx
Positive,1470182866,Tue Apr 07 08:35:41 PDT 2009,NO_QUERY,justinkeyes,"@davidswinney Now they finally have ads w/ their own inaccuracies. Ah, advertising. I'm just glad other people use PCs so I don't have to "
Positive,1467842254,Mon Apr 06 22:28:03 PDT 2009,NO_QUERY,TokyoChik,Just spoke with my fam in #Japan via #Skype! Love to see my little 16-mo-old nephew growing! 
Positive,1556646634,Sat Apr 18 23:42:25 PDT 2009,NO_QUERY,OhMyChristine,@retzels I watched it today at my friend's house and it reminded me of yesterday when I watched 17 Again. 
Positive,1468353765,Tue Apr 07 01:09:21 PDT 2009,NO_QUERY,dallaskruse,@willyjoegreen thanks! 
Negative,1573785176,Tue Apr 21 02:50:52 PDT 2009,NO_QUERY,amandabonanza,@CocoFontana your twit about the parent enraged me. it's sad that people like that are still living. 
Positive,1556403583,Sat Apr 18 22:42:18 PDT 2009,NO_QUERY,22lrhunter,@MisaSouperstar 
Positive,1553398847,Sat Apr 18 14:09:43 PDT 2009,NO_QUERY,FleaFletcher,I bought this great skatebord-magazine with this incredible creative name: skateboard.... i like it   
Positive,1564074105,Mon Apr 20 01:38:21 PDT 2009,NO_QUERY,rod_k2,Today was a awesome day... 
Negative,1564453289,Mon Apr 20 03:33:50 PDT 2009,NO_QUERY,TeresaJimenez,Has a long week.....and really couldn't be any less upset that it's Monday already 
Positive,1563557704,Sun Apr 19 23:17:56 PDT 2009,NO_QUERY,rachelfarrall,mum woke me up at 10 to say were going to shops i had 5 minutes to get ready so i had my breakfast at a shoping center 
Negative,1551842741,Sat Apr 18 10:06:53 PDT 2009,NO_QUERY,kazson,checking my dogs anal galds  they are full
Negative,1565717991,Mon Apr 20 07:24:04 PDT 2009,NO_QUERY,Blazerboy1,Going to to gay math class 
Positive,1556812825,Sun Apr 19 00:28:15 PDT 2009,NO_QUERY,kyreph,@iamkarla Perhaps you should consider a netbook with built-in 3G  http://tinyurl.com/djv9gl
Positive,1468295899,Tue Apr 07 00:48:39 PDT 2009,NO_QUERY,suzetteRGcafe,"@Adoracion i know!!! i'm excited to watch it too!!!! i have to DVR it for the boyfriend also, how silly is that?! "
Negative,1677068197,Sat May 02 00:19:21 PDT 2009,NO_QUERY,BrennyK23,So bored this Saturday night 
Positive,1558505534,Sun Apr 19 08:34:56 PDT 2009,NO_QUERY,Robin2go,"@onthelevel Funny girl. Actually, I recognized some of them--the one of me and @dcnoye turned out really well! I &lt;3 it. "
Negative,1557424541,Sun Apr 19 04:01:55 PDT 2009,NO_QUERY,sjclark9,Finished the last of my 18 extras for this week whilst on camp with year 9s. Twitter is likely my only contact with the outside world 
Negative,1551523283,Sat Apr 18 09:16:54 PDT 2009,NO_QUERY,irascian,Heading back 2 London after a great day at #webdd (even got some new swag ) Should have stayed 4 beers but too much to do b4 Monday 
Positive,1557334123,Sun Apr 19 03:28:01 PDT 2009,NO_QUERY,serennu,@outrage_designs Ah well that's okay cos I can't paint 
Negative,1563828917,Mon Apr 20 00:27:20 PDT 2009,NO_QUERY,benheymink,Has far to much work to do this week 
Positive,1469293547,Tue Apr 07 05:54:53 PDT 2009,NO_QUERY,ali_bird,@OrbitalPete Well it's either that or a tattoo. I was thinking of a little shark taking a bite out of my scar or something. 
Positive,1558397588,Sun Apr 19 08:14:58 PDT 2009,NO_QUERY,briten877,@stephenfry  I take it that you support Norwich city 
Positive,1469844845,Tue Apr 07 07:35:12 PDT 2009,NO_QUERY,HWLhans,Haha. Hawthorne Heights.. 
Positive,1469786588,Tue Apr 07 07:25:02 PDT 2009,NO_QUERY,sidish6,Good day for India. . . . Won the Series against New Zealand in New Zealand 
Negative,1677916606,Sat May 02 04:39:46 PDT 2009,NO_QUERY,ellipses,mooooving out of my coverage area  talk to you all again once I get to Columbia
Positive,1557283635,Sun Apr 19 03:08:21 PDT 2009,NO_QUERY,A_Schwartmann,@smts41 I envy you for living in the US and being able to see that band so often. I will see them in Amsterdam in July though. 
Positive,1559323920,Sun Apr 19 10:50:30 PDT 2009,NO_QUERY,CdnImportGirl,Is home with Travis and eating Cinnabon! YUM 
Negative,1563991671,Mon Apr 20 01:13:24 PDT 2009,NO_QUERY,IITSCJ,Cant stop thinkin certain things...i dont know what to do...good nite.. 
Positive,1563882889,Mon Apr 20 00:42:21 PDT 2009,NO_QUERY,happy_cupcake8,That movie was soooo good! 
Negative,1557977926,Sun Apr 19 06:48:34 PDT 2009,NO_QUERY,cforester,BAck to Walmart to get the pills that they didn't have ready when they said they did 
Negative,1563691187,Sun Apr 19 23:50:44 PDT 2009,NO_QUERY,Bbickford,"@JMoney__ Ahh, I'm so jealous! This is the first year we didn't make it out there  Bonnarroo instead.."
Positive,1469928365,Tue Apr 07 07:50:19 PDT 2009,NO_QUERY,ROMU80,Will we have a wet Easter Break?? Hope not! 
Positive,1553143669,Sat Apr 18 13:29:17 PDT 2009,NO_QUERY,s0yunagataaa,Getting ready to go out with the biff  Sunnnny day! &lt;3
Negative,1469464440,Tue Apr 07 06:27:48 PDT 2009,NO_QUERY,erinxo,not looking forward to writing a 2300-2500 word essay for history for next week stupid exam essay worth 30% im scared 
Negative,1563967659,Mon Apr 20 01:06:11 PDT 2009,NO_QUERY,desmodus,New Depeche mode Album out today. But US tomorrow  .. .And I have a US iTunes account.. guess I'll have to torrent then.
Positive,1559579546,Sun Apr 19 11:30:43 PDT 2009,NO_QUERY,megacam1,Playing Rock band 2 now!! 
Negative,1558095291,Sun Apr 19 07:14:45 PDT 2009,NO_QUERY,softtrex,cleaning the battery acid from his holga 
Negative,1559645135,Sun Apr 19 11:40:58 PDT 2009,NO_QUERY,MaraATL,Trying to download ares and limewire but it wont work. 
Negative,1558395608,Sun Apr 19 08:14:36 PDT 2009,NO_QUERY,Ravz87,spending a lovely sunny afternoon sitting inside reading about Augustan building programmes.......... 
Positive,1468850630,Tue Apr 07 04:03:37 PDT 2009,NO_QUERY,GlamourRockKid,"Going for a run through the marina, downtown and then Balboa Park with Holly "
Negative,1676987848,Fri May 01 23:59:46 PDT 2009,NO_QUERY,koliechavie,Bernie mac ! Why you!!! Come back!!!!  
Negative,1564826774,Mon Apr 20 05:03:32 PDT 2009,NO_QUERY,jenniqua,I'm all alone today 
Negative,1677884706,Sat May 02 04:30:02 PDT 2009,NO_QUERY,twinkle_rocks,just had yummy cheese toastie but realised have no more j2o 
Positive,1564960858,Mon Apr 20 05:29:26 PDT 2009,NO_QUERY,steven_mcg,@TeganMichelle Do you get My Name Is Earl on TV here? Funniest show on TV 
Positive,1564267584,Mon Apr 20 02:38:26 PDT 2009,NO_QUERY,robcthegeek,@Teifion I (as in India) oC - Inversion of Control 
Negative,1565992259,Mon Apr 20 07:59:41 PDT 2009,NO_QUERY,ShelleyLowder,Thinking about everything I have to get done this week...it's a LOT! Missing Zac! 
Negative,1565839042,Mon Apr 20 07:39:55 PDT 2009,NO_QUERY,willtompsett,"@KatieS_H I know, I'm thoroughly ashamed of myself and feel dirty and corrupted "
Negative,1675958427,Fri May 01 20:44:24 PDT 2009,NO_QUERY,NKANGEL74,"@jordanknight TINK = Twitter wink, fart, sneeze, burp... please, just tell us what it means. I need to get to bed "
Positive,1556987530,Sun Apr 19 01:23:20 PDT 2009,NO_QUERY,chrisbothajr,@brands4berlin That definitely sounds like me.  No wonder I don't get anything done. :p
Positive,1554493982,Sat Apr 18 17:08:52 PDT 2009,NO_QUERY,SouthernPlate,@burhop when is the next tweet up? Who organized those? You're making me wanna go in world tonight! ~cks linden balance~ 
Positive,1557804156,Sun Apr 19 06:04:35 PDT 2009,NO_QUERY,xxmarjxx,watching harry potter and the half-blood prince: trailer! awesome 
Positive,1468936688,Tue Apr 07 04:29:16 PDT 2009,NO_QUERY,BasGodska,"just finished meeting with Vincent Everts in Moscow, coincidence -- we're on the same plane back to Holland tonight. "
Positive,1553925366,Sat Apr 18 15:35:16 PDT 2009,NO_QUERY,Fourgasm,"@KissaKatt Yeah, that's shitty, but that doesn't mean you have to be the same way. "
Negative,1573270456,Tue Apr 21 00:25:20 PDT 2009,NO_QUERY,Mish22,@jhnphllps you told me google maps! You're cheating on google maps? 
Positive,1557271106,Sun Apr 19 03:03:26 PDT 2009,NO_QUERY,Aholdonmyheart,is praying last night was worth it!! 2 1/2 hours of sleep better result in a really good night tonight 
Negative,1468139952,Mon Apr 06 23:56:04 PDT 2009,NO_QUERY,demonickalfun,I can't believe it. I got my answer and didn't have to ask the question.  This feels awful.
Positive,1558852706,Sun Apr 19 09:34:55 PDT 2009,NO_QUERY,ATG,"@transmanaz Hey there, Michael! I think our paths may have crossed once or twice. I'm VP of FTMI, founder of @GQR, many other hats.  Hi!"
Positive,1548644622,Fri Apr 17 21:32:32 PDT 2009,NO_QUERY,angelaxjonas,"@iluvwentzXstump HAHAHAHA, YEAH WHATEVER SON  yuck, how is that thing gorgeous? hes a nasty fool with brown piss  LMAO."
Positive,1563621481,Sun Apr 19 23:33:17 PDT 2009,NO_QUERY,twm2912,"Back to work day for pupils &amp; teachers in Bradford - couldn't be nicer really, possibly a degree or so warmer but, not whinging "
Positive,1564088800,Mon Apr 20 01:42:55 PDT 2009,NO_QUERY,CristinaSR,@LukeD Yes I will be in  see you later.
Negative,1563611948,Sun Apr 19 23:30:58 PDT 2009,NO_QUERY,luv3ableang3l,Now hubby going home 
Positive,1550817219,Sat Apr 18 07:20:59 PDT 2009,NO_QUERY,GREENBAYPK4,Good morning! I'm wide awake with hot coffee in hand. Clearing out the DVR. Now watching House! Love Hugh Laurie as an actor  TOOTLES!
Negative,1677686148,Sat May 02 03:26:00 PDT 2009,NO_QUERY,rokmi3,@rokmi3 3 minutes??   Ha ha (via @HelpMeRick)...funny thing ish Internet is out  and I was on my phone
Positive,1468037870,Mon Apr 06 23:23:12 PDT 2009,NO_QUERY,AprilFilms,sitting here watching a lovely young man watch anime on youtube   Sweet  He's so interesting 
Negative,1556757559,Sun Apr 19 00:12:07 PDT 2009,NO_QUERY,Katelynnjanet,@meaganfegan ya me too  the machine didn't even give me a number. And now I'm on pills 
Positive,1558505344,Sun Apr 19 08:34:54 PDT 2009,NO_QUERY,charisblair,"back from a sunny walk, weather is so nice,which is unusual, the murphys are pikin me up which shud be goaad. want to go out in the sunn "
Negative,1551209875,Sat Apr 18 08:26:29 PDT 2009,NO_QUERY,JoshJoines,T-ball cancelled today. 
Negative,1467961044,Mon Apr 06 23:00:34 PDT 2009,NO_QUERY,twishes,[-O] I wish the frogs weren't becoming extinct    http://tinyurl.com/cxe8w7
Negative,1563933965,Mon Apr 20 00:56:46 PDT 2009,NO_QUERY,cryptiq,Wondering how I am supposed to go on without my pip.  At that point where I could still go home n sleep if I wanted.NAH I'ma press on.
Negative,1562363624,Sun Apr 19 19:48:28 PDT 2009,NO_QUERY,PeaceDood,need some love  soo effing tired of these games and bs!!
Negative,1678206087,Sat May 02 05:54:54 PDT 2009,NO_QUERY,angelicaa17,@weirdbutawsome coool. you're going fishing and swimming  its summer here and i haven't done any fishing [if there is here] or swimming 
Negative,1677801645,Sat May 02 04:03:54 PDT 2009,NO_QUERY,jen_williams,I want to go to a baseball game. 
Positive,1559067970,Sun Apr 19 10:10:14 PDT 2009,NO_QUERY,kevinohashi,@selfimproving  welcome to twitter 
Negative,1677540227,Sat May 02 02:37:45 PDT 2009,NO_QUERY,ashleycarter25,I MISS ARON  waaaaaaaaaaaaaaaaaaaaaaaah.
Negative,1557525533,Sun Apr 19 04:38:24 PDT 2009,NO_QUERY,sneakyoctopus,Bleh I feel so emo right now I don't even want tot talk about it. 
Positive,1469814230,Tue Apr 07 07:29:54 PDT 2009,NO_QUERY,IsaacVanName,"@philpalmieri Oh, no worries at all.  I freely admit that I am easy to please with design.  Anyways, all feedback is good feedback!"
Positive,1564931200,Mon Apr 20 05:23:56 PDT 2009,NO_QUERY,innpowerer,*doing busy* 
Negative,1559250200,Sun Apr 19 10:39:20 PDT 2009,NO_QUERY,LaSauce,@Boomachucka  i love my mommy. dont be a meanie!
Positive,1556925510,Sun Apr 19 01:02:46 PDT 2009,NO_QUERY,vee8,"@steevbishop You could have bought a pair of Rossett's pants, given his original job. "
Negative,1559420795,Sun Apr 19 11:05:41 PDT 2009,NO_QUERY,itsanimesh,Trying to study networks... Such a boring subject.. 
Positive,1553770693,Sat Apr 18 15:09:56 PDT 2009,NO_QUERY,JadeLovesJB,@LucyLovesJBx  Hhaha i no i cn't wait for it to come out 
Negative,1467833736,Mon Apr 06 22:25:45 PDT 2009,NO_QUERY,MagicalMason,No new csi tonight.  FML
Negative,1556335076,Sat Apr 18 22:26:54 PDT 2009,NO_QUERY,milliestafford,if freaking the fuck out! way to many assignments due!!! 
Negative,1469665716,Tue Apr 07 07:03:38 PDT 2009,NO_QUERY,genderblank,The Print Shop can't actually print 11x17 posters.  How the hell do those things get made? This wrinkle is gonna cut into my nap time. 
Negative,1573273850,Tue Apr 21 00:26:12 PDT 2009,NO_QUERY,madstoustrup,sick kid today... 
Positive,1469152634,Tue Apr 07 05:24:26 PDT 2009,NO_QUERY,sproutworx,@hadaltlelamb I've good news for you -- that lifestyle is not limited to college. 
Negative,1573159862,Mon Apr 20 23:57:55 PDT 2009,NO_QUERY,rampantheart,@knowsnotmuch No. I dont want a coalition with the party @fartingpen and @far1983 seem to be interested in! That's why 
Positive,1559450840,Sun Apr 19 11:10:25 PDT 2009,NO_QUERY,velvetescape,@TweSommelier Hey thanks for the shout out! Cheers! This Sauvignon Blance is delish. 
Negative,1551392335,Sat Apr 18 08:56:20 PDT 2009,NO_QUERY,McFlystarLDNgrl,"Ugh, i really better not be getting a soar throat on a glorious day, with my luck i'll be stuck inside and it will be gorgeous out! "
Negative,1563696400,Sun Apr 19 23:52:06 PDT 2009,NO_QUERY,yes_mel,is sad she has to go back to work 2moro 
Positive,1554138289,Sat Apr 18 16:10:21 PDT 2009,NO_QUERY,alojane,"@davidleibrandt hahah Totally wish I was there! Have fun, my man! "
Negative,1565714742,Mon Apr 20 07:23:39 PDT 2009,NO_QUERY,supLaura,"in Sports leaders thing,   stuck inside   we wanna be playing rounders on the fielddddddd x      argh    shiv said hello"
Negative,1677607260,Sat May 02 03:00:19 PDT 2009,NO_QUERY,tweetpet,@mandastico  Clean Me!
Positive,1553493175,Sat Apr 18 14:24:59 PDT 2009,NO_QUERY,saltymomma,"@RaiscaraAvalon I laughed when he first suggested it because physically I felt fine, but now I guess he knows what he's talking about "
Negative,1551959701,Sat Apr 18 10:25:11 PDT 2009,NO_QUERY,GeorgiaPeach777,Waiting 4 Days Difference 2 call...and  I have no voice. Just great. 
Positive,1558289972,Sun Apr 19 07:54:42 PDT 2009,NO_QUERY,rekouche,"@Aescleah Thanks for follow.. French Berber, am I right?  "
Negative,1558361393,Sun Apr 19 08:08:05 PDT 2009,NO_QUERY,wilhelm,@rdeal1 What's so good about it? 
Positive,1563719494,Sun Apr 19 23:58:16 PDT 2009,NO_QUERY,AdyColclough,"@Abandonrock Love the Abandon EP, can't wait for the album.      A fan from the U.K."
Negative,1553550455,Sat Apr 18 14:34:15 PDT 2009,NO_QUERY,cherry_road,@LadyFro  Can you not access my profile?
Negative,1573546014,Tue Apr 21 01:41:04 PDT 2009,NO_QUERY,boogie_shoes,"Hello Mr Ferrari at Silvertone, I wish I did know something about the Farrari you called about, unfortunately my name isn't Francesco "
Positive,1468935494,Tue Apr 07 04:28:55 PDT 2009,NO_QUERY,ivayanev,"@inspireinspire aw, I am so jealous! ) please, take me with you "
Positive,1468294371,Tue Apr 07 00:48:08 PDT 2009,NO_QUERY,joomlabamboo,@joomlaworks Im in 
Negative,1573887077,Tue Apr 21 03:19:31 PDT 2009,NO_QUERY,jas186,summers almost gone 
Positive,1467842991,Mon Apr 06 22:28:14 PDT 2009,NO_QUERY,djsyncity,@izzakizza nada just tryna holla holla.   hows the mixtape coming up?
Negative,1563756301,Mon Apr 20 00:07:40 PDT 2009,NO_QUERY,OuGee,Maaaan I lost my ability in playing Pet Society 
Positive,1563829529,Mon Apr 20 00:27:29 PDT 2009,NO_QUERY,Charliecakes88,@perezhilton Fuck religion. The Only religion there should be is HUMANS LOVING HUMANS.  love you. 
